OBJECTID,REPORT_TAKEN_DATE,YEAR,BLOCK_ADDRESS,DISTRICT,PSA,FIELD_CONTACT_TYPE,REASON_FOR_STOP,DATA_TYPE,RACE,ETHNICITY,SEX,AGE
7168,8/28/2016 22:27,2016,1300 BLOCK OF CANAL STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,24
7169,8/28/2016 22:36,2016,1200 BLOCK OF MARYLAND AVENUE NE,1D,104,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,23
7170,8/28/2016 22:36,2016,1200 BLOCK OF MARYLAND AVENUE NE,1D,104,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,20
7171,8/30/2016 21:37,2016,UNIT BLOCK OF P STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,61
7172,8/30/2016 21:37,2016,UNIT BLOCK OF P STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,25
7173,8/31/2016 2:11,2016,4200 BLOCK OF YUMA STREET NW,2D,202,Pedestrian Stop,Call For Service,Person,White,Unknown,Male,61
7174,8/31/2016 2:15,2016,2500 BLOCK OF WATERSIDE DRIVE NW,2D,208,Bicycle Stop,Community Policing,Person,Black,Hispanic Or Latino,Female,51
7175,8/31/2016 2:26,2016,2300 BLOCK OF CALVERT STREET NW,2D,204,Vehicle Stop,Moving Violation,Person,Asian,Not Hispanic Or Latino,Male,22
7176,8/31/2016 2:32,2016,1200 BLOCK OF 24TH STREET NW,2D,207,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,35
7177,8/31/2016 2:35,2016,1600 BLOCK OF I STREET NW,2D,207,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,58
7178,8/31/2016 2:55,2016,,2D,207,Vehicle Stop,Moving Violation,Person,Unknown,Not Hispanic Or Latino,Male,37
7179,8/31/2016 15:35,2016,CONNECTICUT AVENUE NW,2D,208,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,27
7180,8/31/2016 18:35,2016,700 BLOCK OF 14TH STREET SE,1D,108,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7181,8/31/2016 18:35,2016,700 BLOCK OF 14TH STREET SE,1D,108,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7182,8/31/2016 18:35,2016,700 BLOCK OF 14TH STREET SE,1D,108,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7183,8/31/2016 18:35,2016,700 BLOCK OF 14TH STREET SE,1D,108,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7184,8/31/2016 18:35,2016,700 BLOCK OF 14TH STREET SE,1D,108,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7185,8/31/2016 18:35,2016,700 BLOCK OF 14TH STREET SE,1D,108,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7186,8/31/2016 18:35,2016,700 BLOCK OF 14TH STREET SE,1D,108,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7187,8/31/2016 18:35,2016,700 BLOCK OF 14TH STREET SE,1D,108,Pedestrian Stop,Juvenile Contact,Person,Black,Unknown,Male,Juvenile
7188,8/31/2016 19:44,2016,5800 BLOCK OF SHERIER PLACE NW,2D,205,Vehicle Stop,Suspicious Vehicles,Person,Asian,Not Hispanic Or Latino,Male,51
7189,8/31/2016 19:58,2016,700 BLOCK OF 7TH STREET NW,1D,102,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7190,9/1/2016 21:10,2016,1300 BLOCK OF 1ST STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Unknown,Female,27
7191,9/1/2016 21:14,2016,UNIT BLOCK OF O STREET NW,5D,501,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,31
7192,9/2/2016 2:15,2016,,2D,206,Vehicle Stop,Moving Violation,Person,Unknown,Unknown,Male,35
7193,9/2/2016 2:22,2016,2300 BLOCK OF K STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,Unknown,Unknown,Male,58
7194,9/2/2016 15:05,2016,1000 BLOCK OF 13TH STREET SE,1D,106,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,29
7195,9/3/2016 2:01,2016,1300 BLOCK OF SARATOGA AVENUE NE,5D,505,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7196,9/3/2016 2:05,2016,1400 BLOCK OF SARATOGA AVENUE NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,
7197,9/3/2016 17:59,2016,200 BLOCK OF N STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,18
7198,9/3/2016 17:59,2016,200 BLOCK OF N STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,25
7199,9/3/2016 17:59,2016,200 BLOCK OF N STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,27
7200,9/3/2016 17:59,2016,200 BLOCK OF N STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,22
7201,9/3/2016 19:46,2016,FORT DRIVE NW,2D,202,Pedestrian Stop,Call For Service,Person,White,Not Hispanic Or Latino,Female,51
7202,9/3/2016 19:46,2016,FORT DRIVE NW,2D,202,Pedestrian Stop,Call For Service,Person,White,Not Hispanic Or Latino,Male,Juvenile
7203,9/3/2016 22:37,2016,800 BLOCK OF BLADENSBURG ROAD NE,5D,506,Pedestrian Stop,Suspicious Persons,Person,Unknown,Not Hispanic Or Latino,Male,48
7204,9/3/2016 22:37,2016,800 BLOCK OF BLADENSBURG ROAD NE,5D,506,Pedestrian Stop,Suspicious Persons,Person,Unknown,Unknown,Male,
7205,9/3/2016 22:53,2016,1800 BLOCK OF GOOD HOPE ROAD SE,7D,701,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,20
7206,9/4/2016 4:15,2016,,2D,206,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Female,22
7207,9/4/2016 15:43,2016,1500 BLOCK OF INDEPENDENCE AVENUE SE,1D,108,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,60
7208,9/4/2016 20:16,2016,800 BLOCK OF H ST NW,,,Pedestrian Stop,Community Policing,Person,Black,Unknown,Female,19
7209,9/4/2016 20:16,2016,800 BLOCK OF H ST NW,,,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,39
7210,9/5/2016 8:17,2016,1700 BLOCK OF CONNECTICUT AVENUE NW,2D,208,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,27
7211,9/5/2016 20:21,2016,600 BLOCK OF 15TH STREET NE,1D,108,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,49
7212,9/5/2016 20:45,2016,300 BLOCK OF PENNSYLVANIA AVENUE SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,52
7213,9/5/2016 22:21,2016,H STREET NE,1D,104,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,54
7214,9/5/2016 22:31,2016,1000 BLOCK OF BLADENSBURG ROAD NE,5D,506,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,37
7215,9/6/2016 15:33,2016,2800 BLOCK OF STANTON ROAD SE,7D,703,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,30
7216,9/6/2016 21:10,2016,,,,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,43
7217,9/6/2016 22:43,2016,600 BLOCK OF INGRAHAM STREET NW,4D,403,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,23
7218,9/6/2016 23:35,2016,,6D,603,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,19
7219,9/6/2016 23:35,2016,,6D,603,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,20
7220,9/7/2016 21:45,2016,,,,Pedestrian Stop,Community Policing,Person,Unknown,Hispanic Or Latino,Male,21
7221,9/7/2016 21:45,2016,,,,Pedestrian Stop,Community Policing,Person,Unknown,Hispanic Or Latino,Male,20
7222,9/7/2016 21:45,2016,,,,Pedestrian Stop,Community Policing,Person,Unknown,Hispanic Or Latino,Male,Juvenile
7223,9/9/2016 0:20,2016,2100 BLOCK OF PENNSYLVANIA AVENUE NW,2D,207,Vehicle Stop,Moving Violation,Person,Black,Unknown,Female,56
7224,9/9/2016 22:56,2016,1300 BLOCK OF 1ST STREET SW,1D,105,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7225,9/9/2016 22:56,2016,1300 BLOCK OF 1ST STREET SW,1D,105,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7226,11/8/2016 20:24,2016,700 BLOCK OF SHERIDAN STREET NW,4D,402,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,30
7227,11/8/2016 21:41,2016,U STREET NW,3D,301,Vehicle Stop,Other,Person,Unknown,Hispanic Or Latino,Male,23
7228,11/9/2016 20:50,2016,300 BLOCK OF RIGGS ROAD NE,4D,406,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,23
7229,11/9/2016 21:47,2016,500 BLOCK OF LONGFELLOW STREET NW,4D,403,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,21
7230,11/10/2016 4:19,2016,1700 BLOCK OF NEW YORK AVENUE NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,24
7231,11/10/2016 4:19,2016,1700 BLOCK OF NEW YORK AVENUE NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,31
7232,11/10/2016 4:24,2016,1400 BLOCK OF MONTANA AVENUE NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Female,36
7233,11/10/2016 4:24,2016,1400 BLOCK OF MONTANA AVENUE NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Female,35
7234,11/10/2016 4:24,2016,1400 BLOCK OF MONTANA AVENUE NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,41
7235,11/10/2016 16:16,2016,1300 BLOCK OF E STREET SE,1D,108,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Female,Juvenile
7236,11/10/2016 16:16,2016,1300 BLOCK OF E STREET SE,1D,108,Pedestrian Stop,Juvenile Contact,Person,Black,Unknown,Female,Juvenile
7237,11/10/2016 16:16,2016,1300 BLOCK OF E STREET SE,1D,108,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7238,11/10/2016 16:16,2016,1300 BLOCK OF E STREET SE,1D,108,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7239,11/11/2016 3:11,2016,P STREET NW,2D,206,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,39
7240,11/11/2016 16:36,2016,900 BLOCK OF 11TH STREET SE,1D,106,Vehicle Stop,Registration Violation,Person,Black,Not Hispanic Or Latino,Female,34
7241,11/11/2016 17:54,2016,200 BLOCK OF K STREET SW,1D,105,Vehicle Stop,Community Policing,Person,Black,Unknown,Male,37
7242,11/11/2016 17:54,2016,200 BLOCK OF K STREET SW,1D,105,Vehicle Stop,Community Policing,Person,Black,Unknown,Male,34
7243,11/11/2016 17:54,2016,200 BLOCK OF K STREET SW,1D,105,Vehicle Stop,Community Policing,Person,Black,Unknown,Male,43
7244,11/11/2016 17:54,2016,200 BLOCK OF K STREET SW,1D,105,Vehicle Stop,Community Policing,Person,Black,Unknown,Male,30
7245,11/11/2016 18:19,2016,600 BLOCK OF C STREET SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,Juvenile
7246,11/11/2016 18:19,2016,600 BLOCK OF C STREET SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Unknown,Female,Juvenile
7247,11/11/2016 18:19,2016,600 BLOCK OF C STREET SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7248,11/11/2016 18:19,2016,600 BLOCK OF C STREET SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7249,11/11/2016 18:19,2016,600 BLOCK OF C STREET SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7250,11/11/2016 18:19,2016,600 BLOCK OF C STREET SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,Juvenile
7251,11/11/2016 19:24,2016,900 BLOCK OF 14TH STREET NW,2D,207,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,49
7252,11/11/2016 19:30,2016,900 BLOCK OF 14TH STREET NW,2D,207,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,21
7253,11/11/2016 19:33,2016,1300 BLOCK OF NEW HAMPSHIRE AVENUE NW,2D,208,Vehicle Stop,Moving Violation,Person,Asian,Not Hispanic Or Latino,Male,57
7254,11/11/2016 19:59,2016,800 BLOCK OF D STREET SE,1D,107,Vehicle Stop,Registration Violation,Person,Black,Not Hispanic Or Latino,Female,39
7255,11/12/2016 0:28,2016,1100 BLOCK OF GIRARD STREET NW,3D,304,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,25
7256,11/12/2016 1:00,2016,900 BLOCK OF MONROE STREET NW,4D,409,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,69
7257,11/12/2016 2:16,2016,3200 BLOCK OF MILITARY ROAD NW,2D,201,Vehicle Stop,Equipment Violation,Person,White,Hispanic Or Latino,Female,46
7258,11/12/2016 2:25,2016,3400 BLOCK OF WARDER STREET NW,3D,302,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,25
7259,11/12/2016 2:47,2016,2600 BLOCK OF 13TH STREET NW,3D,304,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,40
7260,11/12/2016 3:40,2016,1700 BLOCK OF INDEPENCE AVE,1D,108,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7261,11/12/2016 4:08,2016,600 BLOCK OF NEW YORK AVENUE NE,5D,505,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,58
7262,11/12/2016 15:49,2016,1500 BLOCK OF INDEPENDENCE AVENUE SE,1D,108,Pedestrian Stop,Pre-existing Knowledge,Person,Black,Unknown,Male,56
7263,11/12/2016 19:13,2016,1200 BLOCK OF E STREET SE,1D,107,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,24
7264,11/13/2016 0:58,2016,1300 BLOCK OF NORTH CAPITOL STREET NW,5D,501,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7265,11/13/2016 1:09,2016,1600 BLOCK OF MONTANA AVENUE NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Female,25
7266,11/13/2016 1:09,2016,1600 BLOCK OF MONTANA AVENUE NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Female,58
7267,11/13/2016 1:37,2016,1000 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,41
7268,11/13/2016 1:46,2016,,,,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,34
7269,11/13/2016 1:46,2016,,,,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,26
7270,11/13/2016 1:46,2016,,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,29
7271,11/13/2016 1:54,2016,1800 BLOCK OF CENTRAL PLACE NE,5D,506,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,47
7272,11/13/2016 2:38,2016,2100 BLOCK OF L STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,35
7273,11/13/2016 2:39,2016,1800 BLOCK OF ADAMS STREET NE,5D,505,Pedestrian Stop,Prostitution-free Zone,Person,Black,Not Hispanic Or Latino,Female,30
7274,11/13/2016 2:39,2016,1800 BLOCK OF ADAMS STREET NE,5D,505,Pedestrian Stop,Prostitution-free Zone,Person,Black,Not Hispanic Or Latino,Female,28
7275,11/13/2016 2:47,2016,1000 BLOCK OF WISCONSIN AVENUE NW,2D,206,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Female,29
7276,11/13/2016 2:54,2016,,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,49
7277,11/13/2016 3:03,2016,2100 BLOCK OF L STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,White,Unknown,Male,37
7278,11/13/2016 3:08,2016,1100 BLOCK OF CONNECTICUT AVENUE NW,2D,207,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,24
7279,11/13/2016 4:40,2016,1300 BLOCK OF IRVING STREET NW,3D,302,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,62
7280,11/13/2016 5:25,2016,3100 BLOCK OF 11TH STREET NW,3D,302,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,43
7281,11/13/2016 13:58,2016,1300 BLOCK OF PENNSYLVANIA AVENUE SE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,43
7282,11/13/2016 16:00,2016,1200 BLOCK OF KIRBY STREET NW,5D,501,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,55
7283,11/13/2016 20:02,2016,1100 BLOCK OF 3RD STREET SW,1D,105,Pedestrian Stop,Other,Person,Black,Unknown,Male,Juvenile
7284,11/13/2016 22:51,2016,200 BLOCK OF I STREET SW,1D,105,Pedestrian Stop,Pre-existing Knowledge,Person,Black,Not Hispanic Or Latino,Male,45
7285,11/13/2016 22:51,2016,200 BLOCK OF I STREET SW,1D,105,Pedestrian Stop,Pre-existing Knowledge,Person,Black,Unknown,Male,37
7286,11/13/2016 22:51,2016,200 BLOCK OF I STREET SW,1D,105,Pedestrian Stop,Pre-existing Knowledge,Person,Black,Unknown,Male,43
7287,12/3/2016 22:42,2016,2200 BLOCK OF 16TH STREET SE,7D,701,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,22
7288,12/3/2016 23:13,2016,1400 BLOCK OF K STREET SE,1D,106,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7289,12/3/2016 23:32,2016,3400 BLOCK OF GEORGIA AVENUE NW,3D,302,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,71
7290,12/3/2016 23:36,2016,3200 BLOCK OF GEORGIA AVENUE NW,3D,302,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,26
7291,12/3/2016 23:38,2016,3000 BLOCK OF SHERMAN AVENUE NW,3D,302,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,30
7292,12/4/2016 0:38,2016,,1D,106,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,20
7293,12/4/2016 0:38,2016,,1D,106,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,19
7294,12/4/2016 1:04,2016,,1D,106,Vehicle Stop,Special Investigation,Person,White,Unknown,Female,27
7295,12/4/2016 1:04,2016,,1D,106,Vehicle Stop,Special Investigation,Person,White,Unknown,Male,23
7296,12/4/2016 1:04,2016,,1D,106,Vehicle Stop,Special Investigation,Person,White,Unknown,Male,34
7297,12/4/2016 20:39,2016,400 BLOCK OF 12TH STREET SE,1D,107,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,29
7298,12/4/2016 21:20,2016,500 BLOCK OF 15TH STREET NE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,24
7299,12/4/2016 21:27,2016,100 BLOCK OF 14TH STREET SE,1D,108,Vehicle Stop,Registration Violation,Person,Black,Not Hispanic Or Latino,Male,48
7300,12/4/2016 21:31,2016,2600 BLOCK OF INDEPENDENCE AVENUE SE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,19
7301,12/4/2016 22:16,2016,3300 BLOCK OF 23RD STREET SE,7D,704,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,24
7302,12/5/2016 18:02,2016,1700 BLOCK OF LINCOLN ROAD NE,5D,502,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,23
7303,12/5/2016 18:31,2016,1700 BLOCK OF 4TH STREET NW,5D,501,Vehicle Stop,Moving Violation,Person,Unknown,Hispanic Or Latino,Female,41
7304,12/5/2016 18:31,2016,1700 BLOCK OF 4TH STREET NW,5D,501,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,36
7305,12/6/2016 5:55,2016,3000 BLOCK OF GEORGIA AVENUE NW,3D,302,Pedestrian Stop,Community Policing,Person,White,Hispanic Or Latino,Female,Unknown
7306,12/6/2016 5:55,2016,3000 BLOCK OF GEORGIA AVENUE NW,3D,302,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,28
7307,12/6/2016 13:59,2016,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,59
7308,12/6/2016 19:45,2016,3300 BLOCK OF N STREET NW,2D,206,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,21
7309,12/6/2016 19:56,2016,,2D,207,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,25
7310,12/6/2016 21:31,2016,100 BLOCK OF KENNEDY STREET NW,4D,406,Vehicle Stop,Other,Person,Black,Unknown,Male,37
7311,12/6/2016 21:45,2016,900 BLOCK OF RANDOLPH STREET NW,4D,404,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7312,12/6/2016 21:45,2016,900 BLOCK OF RANDOLPH STREET NW,4D,404,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7313,12/6/2016 21:45,2016,900 BLOCK OF RANDOLPH STREET NW,4D,404,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7314,12/6/2016 21:45,2016,900 BLOCK OF RANDOLPH STREET NW,4D,404,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7315,12/7/2016 1:14,2016,1100 BLOCK OF NEW HAMPSHIRE AVENUE NW,2D,207,Vehicle Stop,Moving Violation,Person,White,Unknown,Male,47
7316,12/7/2016 17:23,2016,800 BLOCK OF I STREET NW,1D,102,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,63
7317,12/7/2016 23:13,2016,1400 BLOCK OF IRVING STREET NW,3D,302,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,23
7318,12/8/2016 0:23,2016,,1D,102,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,24
7319,12/8/2016 0:23,2016,,1D,102,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,22
7320,12/8/2016 0:23,2016,,1D,102,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,32
7321,12/8/2016 0:23,2016,,1D,102,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,27
7322,12/8/2016 2:09,2016,1200 BLOCK OF 18TH STREET NW,2D,208,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,25
7323,12/8/2016 22:09,2016,1300 BLOCK OF POTOMAC AVENUE SE,1D,106,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,51
7324,12/8/2016 23:53,2016,600 BLOCK OF F STREET NW,1D,102,Pedestrian Stop,Special Investigation,Person,Black,Unknown,Male,23
7325,12/8/2016 23:53,2016,600 BLOCK OF F STREET NW,1D,102,Pedestrian Stop,Special Investigation,Person,Black,Unknown,Male,18
7326,12/9/2016 0:11,2016,,1D,103,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,38
7327,12/9/2016 11:32,2016,5700 BLOCK OF GEORGIA AVENUE NW,4D,403,Pedestrian Stop,Call For Service,Person,Black,Unknown,Female,20
7328,12/9/2016 11:32,2016,5700 BLOCK OF GEORGIA AVENUE NW,4D,403,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,21
7329,12/9/2016 16:26,2016,1500 BLOCK OF ALABAMA AVENUE SE,7D,704,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
7330,12/9/2016 16:38,2016,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,18
7331,12/9/2016 16:38,2016,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,19
7332,12/10/2016 3:05,2016,2500 BLOCK OF 13TH STREET NW,3D,304,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,20
7333,12/10/2016 18:00,2016,,1D,108,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,24
7334,12/10/2016 19:47,2016,2400 BLOCK OF L STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Female,27
7335,12/10/2016 20:04,2016,3200 BLOCK OF M STREET NW,2D,206,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,18
7336,12/10/2016 21:25,2016,2000 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,35
7337,12/10/2016 21:25,2016,2000 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Suspicious Vehicles,Person,Black,Unknown,Male,46
