OBJECTID,REPORT_TAKEN_DATE,YEAR,BLOCK_ADDRESS,DISTRICT,PSA,FIELD_CONTACT_TYPE,REASON_FOR_STOP,DATA_TYPE,RACE,ETHNICITY,SEX,AGE
180,3/25/2012 17:44,2012,400 BLOCK OF MASSACHUSETTS AVE NW,1D,102,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,18
181,3/25/2012 22:21,2012,400 BLOCK OF MASSACHUSETTS AVE NW,1D,102,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,21
182,3/27/2012 20:20,2012,700 BLOCK OF 6TH ST NW,1D,102,Pedestrian Stop,Special Investigation,Person,Black,Not Hispanic Or Latino,Male,32
183,3/27/2012 22:16,2012,2100 BLOCK OF 8TH ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,20
184,3/27/2012 22:29,2012,2100 BLK 8TH ST NW,,,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,21
185,3/29/2012 0:13,2012,900 BLOCK OF KENT PL NE,1D,104,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,18
186,3/29/2012 0:21,2012,900 BLOCK OF KENT PL NE,1D,104,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,19
187,3/29/2012 1:16,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
188,3/29/2012 4:41,2012,900 BLOCK OF EUCLID ST NW,3D,304,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,66
189,3/29/2012 22:15,2012,1000 BLOCK OF U ST NW,3D,305,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
190,3/29/2012 22:18,2012,11TH ST NW / V ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,31
191,3/30/2012 1:07,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
192,3/30/2012 1:07,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
193,3/30/2012 1:20,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
194,3/30/2012 3:49,2012,1500 BLOCK OF 15TH ST NW,3D,301,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,56
195,3/30/2012 20:22,2012,,,,Pedestrian Stop,Suspicious Activity,,,,,
196,3/30/2012 22:14,2012,1200 BLOCK OF V ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,White,Not Hispanic Or Latino,Female,25
197,3/31/2012 3:05,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
198,4/1/2012 2:48,2012,800 BLOCK OF RHODE ISLAND AVE NE,5D,504,Pedestrian Stop,Truancy/curfew,Person,Unknown,Not Hispanic Or Latino,Male,
199,4/1/2012 2:54,2012,800 BLOCK OF RHODE ISLAND AVE NE,5D,504,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
200,4/1/2012 2:59,2012,1500 BLOCK OF BENNING ROAD NE,5D,504,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
201,4/1/2012 15:22,2012,3700 BLOCK OF 9TH ST NW,,,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,21
202,4/1/2012 15:48,2012,3700 BLOCK OF 9TH ST NW,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,20
203,4/2/2012 13:13,2012,400 BLOCK OF 15TH ST NE,5D,507,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,64
204,4/2/2012 13:25,2012,400 BLOCK OF 15TH ST NE,,,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,64
205,4/2/2012 13:31,2012,400 BLOCK OF 15TH ST NE,,,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,64
206,4/2/2012 15:07,2012,800 BLOCK OF QUINCY ST NW,4D,407,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,20
207,4/2/2012 19:55,2012,3700 BLOCK OF 10TH ST NW,,,Pedestrian Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,34
208,4/2/2012 20:06,2012,900 BLOCK OF SPRING RD NW,4D,404,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,32
209,4/2/2012 20:19,2012,3700 BLOCK OF 9TH ST NW,,,Bicycle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,20
210,4/2/2012 21:57,2012,11TH ST NW / FAIRMONT ST NW,3D,304,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,35
211,4/3/2012 14:52,2012,900 BLOCK OF SPRING ROAD NW,,,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,20
212,4/3/2012 14:55,2012,3700 BLOCK OF 9TH ST NW,,,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,18
213,4/3/2012 21:12,2012,3700 BLOCK OF 9TH ST NW,,,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,25
214,4/4/2012 1:22,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
215,4/5/2012 2:29,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
216,4/5/2012 2:29,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
217,4/5/2012 2:29,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
218,4/5/2012 3:31,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
219,4/5/2012 3:31,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
220,4/5/2012 3:31,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
221,4/5/2012 3:31,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
222,4/5/2012 3:31,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
223,4/5/2012 4:03,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
224,4/5/2012 4:03,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
225,4/5/2012 18:10,2012,,,,Pedestrian Stop,Drug-free Zone,Person,Black,Unknown,Male,
226,4/5/2012 19:18,2012,1900 BLOCK OF 9TH ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,57
227,4/5/2012 19:49,2012,800 BLOCK OF FLORIDA AVE NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,White,Not Hispanic Or Latino,Male,33
228,4/5/2012 19:54,2012,800 BLOCK OF FLORIDA AVE NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Asian,Not Hispanic Or Latino,Female,21
229,4/5/2012 19:58,2012,800 BLOCK OF FLORIDA AVE NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,White,Not Hispanic Or Latino,Male,44
230,4/6/2012 1:26,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
231,4/6/2012 1:26,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
232,4/6/2012 1:26,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
233,4/6/2012 15:30,2012,4200 BLOCK OF KANSAS AVE NW,4D,404,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,30
234,4/6/2012 15:36,2012,1000 BLOCK OF QUEBEC PL NW,3D,302,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,29
235,4/7/2012 2:51,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
236,4/7/2012 15:36,2012,3800 BLOCK OF GEORGIA AVE NW,4D,404,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,21
237,4/7/2012 15:36,2012,3800 BLOCK OF GEORGIA AVE NW,4D,404,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,18
238,4/7/2012 15:36,2012,3800 BLOCK OF GEORGIA AVE NW,4D,404,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,18
239,4/7/2012 15:36,2012,3800 BLOCK OF GEORGIA AVE NW,4D,404,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,23
240,4/7/2012 19:17,2012,900 BLOCK OF V ST NW,3D,305,Bicycle Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,23
241,4/7/2012 19:17,2012,900 BLOCK OF V ST NW,3D,305,Bicycle Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,32
242,4/7/2012 19:22,2012,2000 BLOCK OF 14TH ST NW,3D,301,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,59
243,4/7/2012 19:27,2012,2000 BLOCK OF 14TH ST NW,3D,301,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,65
244,4/8/2012 4:28,2012,Multiple/Unknown Address,,,Pedestrian Stop,Special Investigation,Person,Black,Not Hispanic Or Latino,Male,24
245,4/9/2012 15:18,2012,3700 BLOCK OF 14TH ST NW,4D,404,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,35
246,4/10/2012 3:26,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
247,4/12/2012 1:21,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
248,4/12/2012 1:21,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
249,4/12/2012 1:36,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
250,4/12/2012 1:43,2012,1000 BLOCK OF BRENTWOOD ROAD NE,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
251,4/13/2012 1:07,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
252,4/13/2012 5:27,2012,3000 BLOCK OF 45TH ST NW,2D,205,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,35
253,4/14/2012 3:58,2012,1700 BLOCK OF N ST NW,2D,208,Vehicle Stop,Moving Violation,Person,Unknown,Not Hispanic Or Latino,Male,22
254,4/14/2012 19:23,2012,1900 BLOCK OF 8TH ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,46
255,4/14/2012 19:37,2012,1900 BLOCK OF 8TH ST NW,3D,305,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Female,54
256,4/14/2012 21:59,2012,1900 BLOCK OF 9TH ST NW,3D,305,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,46
257,4/15/2012 15:12,2012,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Activity,Person,Unknown,Hispanic Or Latino,Male,18
258,4/15/2012 15:12,2012,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,Juvenile
259,4/15/2012 15:12,2012,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,Juvenile
260,4/15/2012 15:12,2012,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,Juvenile
261,4/15/2012 15:12,2012,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,18
262,4/15/2012 15:12,2012,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,
263,4/15/2012 15:12,2012,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Activity,Person,White,Not Hispanic Or Latino,Male,Juvenile
264,4/15/2012 18:30,2012,3900 BLOCK OF 14TH ST NW,4D,404,Pedestrian Stop,Call For Service,Person,Unknown,Hispanic Or Latino,Female,41
265,4/15/2012 18:30,2012,3900 BLOCK OF 14TH ST NW,4D,404,Pedestrian Stop,Call For Service,Person,Unknown,Hispanic Or Latino,Male,49
266,4/16/2012 1:22,2012,800 BLOCK OF RHODE ISLAND AVE NE,5D,504,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
267,4/18/2012 1:28,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
268,4/19/2012 21:25,2012,2100 BLOCK OF 8TH ST NW,3D,305,Pedestrian Stop,Suspicious Vehicles,Person,Unknown,Not Hispanic Or Latino,Female,26
269,4/20/2012 1:31,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
270,4/20/2012 1:50,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
271,4/21/2012 2:50,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
272,4/24/2012 3:45,2012,700 BLOCK OF 17TH ST NE,5D,507,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,22
273,4/24/2012 22:32,2012,3700 BLOCK OF 14TH ST NW,4D,404,Pedestrian Stop,Suspicious Activity,Person,Unknown,Hispanic Or Latino,Male,57
274,4/24/2012 22:32,2012,3700 BLOCK OF 14TH ST NW,4D,404,Pedestrian Stop,Suspicious Activity,Person,Unknown,Hispanic Or Latino,Male,43
275,4/25/2012 21:16,2012,400 BLOCK OF H ST NW,,,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,51
276,4/25/2012 21:20,2012,400 BLOCK OF H ST NW,,,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Female,58
277,4/27/2012 15:28,2012,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,38
278,4/27/2012 15:28,2012,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,35
279,4/28/2012 3:17,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
280,4/29/2012 0:57,2012,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,31
281,4/29/2012 1:01,2012,800 BLOCK OF 6TH ST NW,1D,102,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,49
282,4/29/2012 1:07,2012,700 BLOCK OF G ST NW,1D,102,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,25
283,4/30/2012 17:34,2012,3700 BLOCK OF 9TH ST NW,4D,404,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,31
284,4/30/2012 17:35,2012,4500 BLOCK OF QUARLES ST NE,6D,601,Pedestrian Stop,Drug-free Zone,Person,Black,Not Hispanic Or Latino,Male,Juvenile
285,5/2/2012 0:24,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
286,5/2/2012 0:24,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
287,5/2/2012 22:17,2012,1200 BLOCK OF 18TH ST NE,5D,504,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,21
288,5/3/2012 1:18,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
289,5/3/2012 1:18,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
290,5/3/2012 1:21,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
291,5/3/2012 1:21,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
292,5/3/2012 1:33,2012,2800 BLOCK OF NEW YORK AVE NE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,22
293,5/4/2012 1:11,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
294,5/4/2012 1:26,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
295,5/4/2012 1:26,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
296,5/4/2012 22:00,2012,3700 BLOCK OF 9TH ST NW,4D,404,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,22
297,5/5/2012 2:37,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
298,5/5/2012 2:37,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
299,5/5/2012 3:46,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
300,5/6/2012 2:21,2012,3100 BLOCK OF RHODE ISLAND AVE NE,5D,503,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
301,5/9/2012 21:03,2012,900 BLOCK OF 21ST ST NE,1D,102,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,
302,5/10/2012 0:42,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
303,5/10/2012 22:44,2012,Multiple/Unknown Address,,,Pedestrian Stop,Special Detail Checkpoint,Person,Black,Not Hispanic Or Latino,Male,23
304,5/11/2012 20:41,2012,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Persons,Person,White,Unknown,Male,61
305,5/13/2012 2:45,2012,1800 BLOCK OF MONTANA AVE NE,5D,505,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
306,5/13/2012 2:57,2012,1800 BLOCK OF BLADENSBURG RD NE,5D,503,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
307,5/13/2012 3:12,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
308,5/13/2012 3:12,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
309,5/15/2012 1:44,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
310,5/16/2012 1:27,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
311,5/16/2012 1:27,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
312,5/16/2012 10:58,2012,HOWARD RD SE / SHANNON PL SE,,,Vehicle Stop,Moving Violation,Person,Black,Unknown,Female,24
313,5/17/2012 4:55,2012,1400 BLK 20TH ST NW,,,Pedestrian Stop,Suspicious Persons,Person,White,Unknown,Male,41
314,5/19/2012 2:36,2012,800 BLOCK OF RHODE ISLAND AVE NE,5D,504,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
315,5/19/2012 2:44,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
316,5/19/2012 2:44,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
317,5/19/2012 2:44,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
318,5/19/2012 2:44,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
319,5/19/2012 2:44,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
320,5/19/2012 2:44,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
321,5/19/2012 22:18,2012,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,21
322,5/19/2012 22:42,2012,3100 BLOCK OF 14TH ST NW,3D,302,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,32
323,5/20/2012 2:57,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
324,5/20/2012 2:57,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
325,5/20/2012 2:57,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
326,5/20/2012 2:57,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
327,5/20/2012 2:57,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
328,5/20/2012 2:57,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
329,5/20/2012 2:57,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Male,Juvenile
330,5/20/2012 3:23,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
331,5/20/2012 5:01,2012,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Persons,Person,White,Unknown,Male,23
332,5/20/2012 5:01,2012,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Persons,Person,White,Unknown,Male,24
333,5/22/2012 0:34,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
334,5/22/2012 0:34,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
335,5/22/2012 0:34,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Unknown,Female,Juvenile
336,5/23/2012 4:53,2012,1300 BLOCK OF NEW HAMPSHIRE AVE NW,2D,208,Pedestrian Stop,Call For Service,Person,Unknown,Hispanic Or Latino,Male,27
337,5/24/2012 1:40,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
338,5/24/2012 1:40,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
339,5/24/2012 1:57,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
340,5/24/2012 2:05,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
341,5/24/2012 4:48,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
342,5/26/2012 1:33,2012,1700 BLOCK OF 4TH ST NW,3D,302,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,36
343,5/26/2012 4:16,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
344,5/26/2012 4:27,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
345,5/26/2012 4:27,2012,Multiple/Unknown Address,,,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
346,5/26/2012 4:33,2012,2100 BLOCK OF 2ND ST NE,5D,502,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
347,5/26/2012 15:27,2012,1700 BLOCK OF H ST NE,5D,507,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,19
348,5/26/2012 16:03,2012,3800 BLOCK OF GEORGIA AVE.,,,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
349,5/26/2012 16:11,2012,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
350,5/26/2012 16:24,2012,3900 BLOCK OF 14TH ST. NW,,,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Female,22
